,城市,小区名,地址,住宅类型,均价
75,cd,新希望皇冠国际,西芯大道一号（地铁2号线百草路站西侧）,普通住宅,8250
76,cd,万科城,地铁2号线百草路站（成都实验外国语学校北侧）,普通住宅,8500
77,cd,云翔金座,府青路二段7号,普通住宅,9500
78,cd,师大现代花园,大面镇龙城大道9号,普通住宅,8400
79,cd,蓝润v客尚东,成华大道龙潭e线旁,普通住宅,7300
80,cd,大东展,崔家店路与中环路交汇处,普通住宅,9900
81,cd,朗基少东家,圣灯路2号(距成华区法院约200米),普通住宅,11000
82,cd,海亮彩悦府,驿都大道西路中国铁建国际城东100米,普通住宅,6000
83,cd,信和御龙山一期,迎晖路6号,普通住宅,12000
84,cd,合能珍宝琥珀三期,清泉南街399号（骑士大道和花土路交汇处）,普通住宅,5500
85,cd,泛悦城市广场,2.5环内昭觉寺横路（中国电信旁）,普通住宅,9000
86,cd,蓝光雍锦阁,建功路（荣新加油站东南方900米）,普通住宅,15500
87,cd,优派立方,郫县红光镇港大路39号（距离郫县华西分院一个站）,普通住宅,4500
88,cd,天悦国际,龙都北路533号（市民乒乓球公园对面）,普通住宅,4800
89,cd,领地海纳时代,青龙场致力路与致力东街交汇处,普通住宅,8150
90,cd,水沐环岛,新都区兴乐南路（香城中学对面）,普通住宅,7500
91,cd,东方华大广场,北泉路177号,普通住宅,5000
92,cd,昊园江南壹品,西河镇成洛大道（华新职业学院旁）,普通住宅,4600
93,cd,鼎犀名城,国宁东路666号(成都外国语学校旁),普通住宅,7000
94,cd,招商中央华城,东郊记忆旁·新成华大道与中环路交汇处,普通住宅,11000
95,cd,量力健康城,金丰路116号,普通住宅,7800
96,cd,金恒德时代金悦,政通东路369号（温泉大道与花土路交汇处）,普通住宅,5300
97,cd,龙腾东麓城,龙华大道256号,普通住宅,4200
98,cd,鑫河国际花园,桃源新城（斜江河畔）,普通住宅,3500
99,cd,外滩新天地,都江堰景区西南岸·岷江畔·西蜀塔旁,普通住宅,5500
100,cd,嘉通云玺,红光广场路北三段,普通住宅,4500
101,cd,中粮香颂丽都,丽都路511号（丽都公园旁）,普通住宅,14000
102,cd,力扬时代,桃源新城人和街99号（新政府旁，新体院馆对面）,普通住宅,4000
103,cd,东骏湖景湾,马超东路555号,普通住宅,6700
104,cd,壹中心,龙泉驿北京路138号（南临驿都大道，西临翠龙路）,普通住宅,5400
105,cd,千禧河畔,光华大道三段清泉北街）,普通住宅,5300
106,cd,隆鑫印象城邦,兴园3路6号,普通住宅,4600
107,cd,绿地中心468,东大街延线（地铁2号线洪河站口）,普通住宅,9800
108,cd,万科金域缇香,新都绕城高速外侧（新都绕城大道与蓉都大道交叉口以东）,普通住宅,6500
109,cd,永立星城都,二环路与府青路交汇处（原512建材市场旁）,普通住宅,12000
110,cd,9街,天香西路228号,普通住宅,5200
111,cd,时代锦汇华庭,成华区桃华街45号,普通住宅,9700
112,cd,和信天骄府,南二路北侧(党校旁),普通住宅,4300
113,cd,华宇西城雅郡,金泉街道高家社区2组（金科路小学旁）,普通住宅,8000
114,cd,蓝光金悦派,会龙大道（新川科技园旁）,普通住宅,9150
115,cd,五彩城,郫县蜀都新城蜀信东路,普通住宅,4500
116,cd,保利新天地,西高新西芯大道天目路77号,普通住宅,7500
117,cd,恒大帝景,西双柏路6号,普通住宅,6000
118,cd,华润国际社区,成龙大道二段与金枫路交汇处（川师成龙校区西侧）,普通住宅,5800
119,cd,中粮锦云,崔家店路52号,普通住宅,15000
120,cd,中信城,美岸路66号（南湖西侧）,普通住宅,6200
121,cd,华侨城东岸二、三期,交大立交桥外侧西华大道（原沙西线）9号（华侨城欢乐谷旁）,普通住宅,610
122,cd,凯德天府,天仁路388号,普通住宅,17000
123,cd,天合凯旋公馆,成华区青龙街道白莲池苗圃基地（熊猫大道北富森美旁）,普通住宅,6200
124,cd,威兰德小镇,双楠大道与白河路交汇处（双流新党校旁）,普通住宅,5000
125,cd,华宇天府花城,西·老成灌路与南北大道交汇处...,普通住宅,5100
126,cd,重百汉正广场,郫县郫筒镇杜鹃路政府旁,普通住宅,4300
127,cd,建发鹭洲国际,天府二街1033号（天府二街与南华路交汇处）,普通住宅,350
128,cd,九龙仓御园,二环路东三段8号（成华小学旁）,普通住宅,11500
129,cd,蓝光金悦金沙,羊犀立交外侧（青房尙瑞天韵旁）,普通住宅,9500
130,cd,天立香缇华府,郫县蜀信东路中信大道口,普通住宅,4900
131,cd,保利两河森林,蜀西路土龙路两河森林公园内,别墅,400
132,cd,南湖左岸,天府大道南段/牧华路锦江河西岸(二江寺古桥旁),普通住宅,6800
133,cd,西悦城,德源镇展望东路126号,普通住宅,3500
134,cd,汇景新城,新泰东路144号（石油大学大转盘旁）,普通住宅,5200
135,cd,西蜀祥瑞府,蜀汉东街140,普通住宅,4000
136,cd,西江河畔,西河镇成洛大道（成洛路西南食品城旁）,普通住宅,4700
137,cd,锦汇城,科锦路355号（川农大旁）,普通住宅,4200
138,cd,中国铁建西派澜岸,剑南大道（成都七中高新校区对面）,普通住宅,600
139,cd,西湖半岛,安德镇站前南路111号（蜀香路与永乐路交汇处）,普通住宅,3650
140,cd,香瑞楠府,东升镇星空路二段（航都路与航园路交叉口）,普通住宅,6000
141,cd,恒大华置广场,提督街99号（近四川国际大厦E区）,普通住宅,18500
142,cd,金房三径,芙蓉西路333号,别墅,20000
143,cd,大溪地,三道堰镇蜀源大道二段2599号（交大立交出城17公里处）,别墅,169
144,cd,北城映像,同华大道北侧金河路（九峰路交汇处）,普通住宅,4200
145,cd,皇冠湖壹号,龙泉驿龙工北路南侧,普通住宅,6300
146,cd,万科金色城市2期,大面镇行政学院旁,普通住宅,8700
147,cd,龙城半岛,天府路中段,普通住宅,7200
148,cd,蓝光公园悦府,金牛大道金泉路（家乐福旁）,普通住宅,9000
149,cd,金房玺座,建功路与建设南路交汇处,普通住宅,11000
150,cd,保利学府城,西三环金牛大道金周路交汇处(金牛中学旁),普通住宅,9000
151,cd,金山御景蓝湾,阳光大道89号,普通住宅,4100
152,cd,珠江青云台,光华大道1818号（原花博会旧址）,普通住宅,6800
153,cd,地铁首座,大学城学府路南段133号（近海科路）,普通住宅,4800
154,cd,炜岸城,驿镇驿都西路3666号,普通住宅,6200
155,cd,佳年华广场,成华东二环岷江路（塔子山公园旁）,普通住宅,20000
156,cd,环球汇天誉,东二环汇源北路99号,普通住宅,18000
157,cd,金座威尼谷,正通路(社保局对面),普通住宅,6600
158,cd,首创万卷山,川师大成龙校区北侧（成龙大道处）,普通住宅,5700
159,cd,远大林语城,东升双楠大道中段（时代奥特莱斯旁）,普通住宅,6200
160,cd,蓝润华府春天,双华路与光电大道交汇处（双华路三段）,普通住宅,5000
161,cd,蓝润蓝客城,熊猫大道与青狮路交汇处,普通住宅,6200
162,cd,保利康桥,东二环建设路（沙河公园内大蓉和旁）,普通住宅,15000
163,cd,香山半岛,南麓山大道一段289号（南延线麓山大道交汇路口）,普通住宅,6200
164,cd,香澜半岛,赤虎桥南街1号（华宇阳光水岸旁）,普通住宅,9100
165,cd,润扬观澜鹭岛,新都绕城与育英路交汇处（中国成都五龙山公园旁）,普通住宅,5600
166,cd,格林城,长顺大道一段（长顺家园旁）,普通住宅,5880
167,cd,海上海,和美东路221号,普通住宅,8800
168,cd,城投观城,双成五路66号,普通住宅,9000
169,cd,保利锦湖林语,剑南大道与锦城大道交汇处(新锦城湖畔天府石室中学旁),普通住宅,140
170,cd,通瑞月光湖,牧华路三段(公兴镇双黄路与牧华路交汇处),普通住宅,5500
171,cd,一里阳光,望从东路308号,普通住宅,4800
172,cd,传化国际新城,物流大道672号,普通住宅,7200
173,cd,东御佲家,牡丹街199号(七中育才三圣分校旁),普通住宅,8250
174,cd,华润熙悦广场,昭觉寺南街260号,普通住宅,7100
175,cd,华润中心,二环路东三段双庆路6号,普通住宅,20000
176,cd,炎华置信上林赋,永宁镇芙蓉大道永泰路88号（永宁镇政府旁）,别墅,285
177,cd,泰博理想城,成华东中环二仙桥北一路,普通住宅,8750
178,cd,首创天禧68,成华二环路东一段内侧（距离桃蹊路口站30米）,普通住宅,12000
179,cd,熙水岸,郫花路释迦桥（释迦桥东公交站对面）,普通住宅,3200
180,cd,香山长岛,项目地处中环·万象城生活圈，奢享双地铁·三公园·五大公立名校。距地铁4、7号线换乘站槐树店站仅600米，距地铁7号线崔家店站仅300米；百米内，石室小学（规划）、第十三机关幼儿园（规划）等5所学校相伴。,普通住宅,9300
181,cd,美乐广场,团结镇学院街13号（四川传媒学院对面）,普通住宅,4300
182,cd,美联国际公寓,望丛西路433号（成灌快铁郫县西站旁）,普通住宅,6000
183,cd,杜鹃城,安德镇政府路1号（安德政府对面）,普通住宅,4100
184,cd,瑞升城北橡树林,解放路一段20号,普通住宅,10000
185,cd,贵通御苑雙楠城,双楠大道与白衣上街交界处（蛟龙紫荆电影院对面）,普通住宅,5700
186,cd,城北优品道,北星大道与大天路交汇处(十字路口出城方向右侧）,普通住宅,6700
187,cd,北大资源公园1898,金河路与西安路交汇处（凤翔湖旁）,普通住宅,6800
188,cd,华侨凤凰中国华商金融中心华商公馆,金融城交子大道（天府国际金融中心旁）,普通住宅,26000
189,cd,南城锦尚,双流县西航港黄河南路二段199号（四川大学江安校区南门正对面）,普通住宅,5850
190,cd,马克公馆,青龙场致力西路（青龙场立交桥向北200米）,普通住宅,7600
191,cd,保利拉斐云邸,蜀龙大道1980号拉斐国际社区,普通住宅,6200
192,cd,麦田国际社区,新都工业大道393号（南二环与大件路交汇处）,普通住宅,4500
193,cd,碧桂园海昌天澜,麓山大道二段59号,别墅,5400
194,cd,温哥华花园,西航港经济开发区机场路常乐二段12号,别墅,330
195,cd,萨尔茨堡,牧马山新城区云岭路（国际高尔夫球场对面）,别墅,70
196,cd,卡尔中心,成龙大道三段388号,商住两用,3680
197,cd,半山艾马仕,麓山大道381号(麓山大道入口处左侧),别墅,270
198,cd,蓝光青城河谷国际度假区,中兴镇聚青路(位于青城前山2公里处),普通住宅,8500
199,cd,明宇豪雅青城,玉堂镇铁军路口（赵公大院旁）,普通住宅,10000
200,cd,桂湖名城二期,电子路(原红光七分厂),普通住宅,4700
201,cd,成都后花园四期,国宁东路919号,普通住宅,6500
202,cd,青城山居,青城山片区，中国道养小镇,别墅,92
203,cd,蓝润ISC,天府大道与华府大道交汇处（地铁一号线华府大道站）,商住两用,9250
204,cd,中国铁建广场,新成华大道三段与东华一路交汇口,商住两用,6500
205,cd,丽阳星座,政通西路与南江路的交汇处,普通住宅,5600
206,cd,金科中心,川陕立交旁荆翠西路,普通住宅,7300
207,cd,高盛金融中心,天府大道鸟巢旁(地铁1号线孵化园站A出口),普通住宅,13500
208,cd,金地金沙府邸,蜀辉路465号（地铁2号线羊犀站A出口向前200米）,普通住宅,11000
209,cd,恒大曹家巷广场,一环内马鞍东路与府青路交汇处,普通住宅,15000
210,cd,宇众悦城,郫县红光镇红光广场路四段216号（技师学院旁）,普通住宅,5300
211,cd,溪地湾,郫县犀浦老成灌路西南交大旁,普通住宅,6500
212,cd,北新上锦,新都北星大道大成路南段（家乐福旁）,普通住宅,5500
213,cd,景茂雍水岸郦府,西航港新街799号(新川大旁),普通住宅,5800
214,cd,新筑鼎峰,兴园三路66号（ 新筑股份对面）,普通住宅,4600
215,cd,尚港领地,西航港经济开发区长城路2段333号（锦丽园别墅旁）,普通住宅,4300
216,cd,金山郡,赵镇金山路1号（金堂中学外国语实验学校对面）,普通住宅,4800
217,cd,绿地城,北3.5环北新大道与天丰路交汇处,普通住宅,6500
218,cd,蓉晶公馆,古城镇蜀源大道三段588,普通住宅,4200
219,cd,吉宝凌云峰阁,汇泉南路333号,普通住宅,17000
220,cd,潮蓉金沙彦府,龙栖路201号,普通住宅,12500
221,cd,九龙仓时代上城,剑南大道与牧华路交汇处（北大附中对面）,普通住宅,6000
222,cd,华邑阳光里,犀浦镇校园路东段188号(西3.5环),普通住宅,6500
223,cd,恒大西锦城,迎宾大道165号,普通住宅,10000
224,cd,驿都城,驿都大道中路900号（龙泉驿世纪广场旁）,普通住宅,5400
225,cd,融城云熙,青羊顺城大街316号（冠城大厦北侧20米）,普通住宅,13000
226,cd,华侨城原岸,三环路成彭立交桥外侧（欢乐谷旁）,普通住宅,9000
227,cd,龙城高新天地,西迪康大道8号（迪康药业斜对面）,公寓,5100
228,cd,城投润城,金堂县新城区滨江路2段369号(金沙街农民工博物馆对面),普通住宅,3500
229,cd,天晨花溪碧,蓉北路三段223号附7号,普通住宅,5800
230,cd,华润二十四城一期,成华二环路东三段双成二路39号,普通住宅,10500
231,cd,上善天成,郫县红光镇红光路（公园1号旁）,普通住宅,4800
232,cd,金科东方雅郡,成龙大道车城西三路,普通住宅,5400
233,cd,鑫苑鑫都汇,牧华路口（剑南大道与牧华路交汇处）,普通住宅,5000
234,cd,楠汇坊,武侯大道铁佛段49号（优博国际旁）,普通住宅,8500
235,cd,青禾名都,大邑雪山大道二段598号,普通住宅,3800
236,cd,雄飞生活广场,西河镇成洛大道3199号（九峰国际汽车成附近）,普通住宅,4800
