,城市,小区名,地址,住宅类型,均价
210,xz,金旅 · 中央公园,贾汪区桃源路与转型大道交汇处七中南,住宅,11500
211,xz,华润绿地·凯旋门,鼓楼区中山北路 庆云桥（金鹰北500米）,住宅 商住,8500
212,xz,润金城,云龙区庆丰路和民富路交叉口（绿地世纪城正东）,住宅,6500
213,xz,国信·云玺,新城区迎宾大道与楚韵路交叉口,住宅,6500
214,xz,桃源公馆,贾汪区泉城新区桃源路与府后街交叉路,住宅,3800
215,xz,南郊中茵城,云龙区和平路与解放路交汇处东南角,住宅,10500
216,xz,海峡·湖尚城,贾汪区小南湖北侧,住宅 别墅,3300
217,xz,和信广场,鼓楼区复兴北路27号（朝阳市场对面）,住宅,20000
218,xz,风格雅园,鼓楼区煤港路与奔腾大道交叉口北100米,住宅,6350
219,xz,福润苑,铜山区南三环风华园南500米铜山街道办事处文沃北侧,住宅,5600
220,xz,城置国际花园城,金山桥开发区徐海路北汉源大道（一号路）东,住宅 商住,6000
221,xz,九里景秀,鼓楼区徐州一中九里校区路东（汉城东路与九里山路交叉口）,住宅 商住,8000
222,xz,福汇雅园,泉山区建国西路与煤建路交叉,住宅,8499
223,xz,华美·半山雅居,鼓楼区九里万科城南隔壁,住宅,4700
224,xz,丰县翡翠城,丰县汽车站南1000米，支农路西侧,住宅,4200
225,xz,御园,云龙区庆丰路和民富路交叉口（绿地世纪城正东）,住宅 商住,6500
226,xz,万科淮海天地,泉山区新淮海路段庄广场西150米（地铁1号线人民广场站口）,住宅 商住,13000
227,xz,海峡·湖尚城,贾汪区小南湖北侧,住宅 别墅,3300
228,xz,徐州铜山万达广场,铜山区北京路与学府路交叉口,住宅,6300
229,xz,东南郡,泉山区欣欣路北侧（食品城科技大道与欣欣大道交汇处）,住宅,13000
230,xz,国信上城·学府,新城区大龙湖畔，市政府南（楚韵路和潇湘路交汇处）,住宅 别墅,5500
231,xz,锦绣湖畔,泉山区纺织东路与明珠路交叉口东北侧,住宅,12000
232,xz,中国铁建·原香漫谷,新城区秦郡路与太行路交汇处（大龙湖正北岸）,住宅,6700
233,xz,绿地高铁东城,金山桥开发区彭祖大道与高新路交汇处（大湖水库旁）,住宅 别墅,4500
234,xz,大儒世家,睢宁县人民西路与鸿禧路交汇处（睢小西200米）,住宅,4100
235,xz,宝信润山廷墅,铜山区泉新路与湘江路（原黄河路）交汇处,别墅,9000
236,xz,荣盛·花语城,泉山区三环南路科技大道交汇处东,住宅,6300
237,xz,鑫苑景城,泉山区矿山路矿山加油站对面（原帘子布厂）,住宅,8500
238,xz,九里景秀,鼓楼区徐州一中九里校区路东（汉城东路与九里山路交叉口）,住宅 商住,8000
239,xz,万悦城,泉山区玉带路与三环南路交叉口（紧邻徐州乐园）,住宅 别墅,8500
240,xz,玉潭花溪,鼓楼区三环西路玉潭湖公园内（九里银座影城）,住宅,4800
241,xz,金色年华,金山桥开发区徐海路奔驰之星东200米,住宅,6500
242,xz,美好汇邻湾,金山桥开发区东三环第24中学南侧,住宅,6500
243,xz,恒基雍景新城,新城区丽水路和楚韵路交汇处,住宅 别墅,4500
244,xz,雨润新城,泉山区三环西路以西，徐商公路两侧,住宅,5400
245,xz,绿地商务城,新城区昆仑大道北侧，徐州市行政中心大楼对面,住宅 别墅,6700
246,xz,天成峰景,睢宁县八一西路树人中学对面（老酒厂地块）,住宅,3800
247,xz,澳东印象城,泉山区管道二公司南隔壁（解放南路与欣欣路交汇处）,住宅 商住,6900
248,xz,汉源国际丽城,新城区汉源大道近镜泊东路（徐州市行政中心东侧）,住宅,6800
249,xz,蓝柏湾,铜山区南三环，风华南路西侧,住宅 别墅,10000
250,xz,书香华府,鼓楼区二环西路与黄河北路交界处,住宅,6800
251,xz,枫林天下,铜山区中山南路延长段（大学路东侧）,住宅,5700
252,xz,恒邦·锦都汇,鼓楼区香山物流园东300米/三环高架广山路闸道口东,住宅,6700
253,xz,国泰·菁华逸景,泉山区翡翠路与姚庄路（科技大道）交汇处,住宅,6000
254,xz,万科橙郡,鼓楼区平山路（徐州工业职业技术学院东门对面）,住宅,6500
255,xz,徐矿城,鼓楼区三环北路与平山路东侧（西月河畔）,住宅,4700
256,xz,西城晶华,泉山区三环西路原火炬雕塑西500米,住宅,6000
257,xz,鼓楼广场,鼓楼区中山北路与二环北路交叉口东南角,住宅 别墅,8200
258,xz,凤凰花园,铜山区珠江路与华山路交汇处,住宅 别墅,5100
259,xz,中和龙郡,丰县解放路与丰邑大道交汇处（政府行政服务中心北隔壁）,住宅,2800
260,xz,奥体沁园,新城区汉源大道旁奥体中心南,住宅,6000
261,xz,大鹏小区,鼓楼区下淀路二十四中北侧,住宅,6400
262,xz,睢宁碧桂园,睢宁县永安路县政府北侧,住宅,5000
263,xz,万科城,鼓楼区天齐路6号,住宅,6500
264,xz,御景龙湾,沛县汉城北路刘氏会馆对面,住宅,4700
265,xz,金山福地,金山桥开发区徐海路与汉源大道交叉口西南侧,住宅,4900
266,xz,碧桂雅园,睢宁县庙湾广场对面,住宅,4260
267,xz,菁英阁,泉山区杏山路西侧,住宅 商住,5500
268,xz,玫瑰园,丰县支农路与南环路交汇处,住宅,3900
269,xz,德信九龙城,汉源街道汉城北路，德信九龙城销展中心,住宅,4500
